Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Motif debut de mandat	Date de fin de mandat	Annee de fin de mandat	Motif fin de mandat	Commentaire
04099V	M.	Chauveau	Jean-Pierre	ANCIEN	11099		02/11/2004		Remplace	27/06/2005		Démissionnaire	En remplacement de M. François Fillon, nommé membre du Gouvernement
04099V	M.	Chauveau	Jean-Pierre	ANCIEN	11242		18/06/2007		Remplace	30/09/2014		Ne se représente pas	En remplacement de M. François Fillon, nommé Premier ministre
000272	M.	Chauvin	Adolphe	ANCIEN	2366	26/04/1959	28/04/1959		Election	01/10/1968		Fin de mandat	
000272	M.	Chauvin	Adolphe	ANCIEN	2367	22/09/1968	02/10/1968		Renouvellement 1	02/10/1977		Fin de mandat	
000272	M.	Chauvin	Adolphe	ANCIEN	2368	25/09/1977	03/10/1977		Renouvellement 2	01/10/1986		Ne se représente pas	
19467C	Mme	Chauvin	Marie-Christine	ACTIF	51307	24/09/2017	02/10/2017		Election			En Cours	
000222	M.	Chavanac	Albert	ANCIEN	2371	22/09/1968	02/10/1968		Election	14/09/1972		Décédé	
58113U	M.	Chazalon	André	ANCIEN	2373	26/04/1959	28/04/1959		Election	13/12/1962		Élu député	
58349P	M.	Chazelle	René	ANCIEN	2375	22/09/1974	02/10/1974		Election	02/10/1983		Non réélu	
77013X	M.	Chérioux	Jean	ANCIEN	139	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
77013X	M.	Chérioux	Jean	ANCIEN	140	28/09/1986	02/10/1986		Renouvellement 1	01/10/1995		Fin de mandat	
77013X	M.	Chérioux	Jean	ANCIEN	141	24/09/1995	02/10/1995		Renouvellement 2	30/09/2004		Ne se représente pas	
58419L	M.	Cherrier	Lionel	ANCIEN	2377		14/10/1974		Remplace	02/10/1983		Non réélu	En remplacement de M. Henri Lafleur, décédé
81010Y	M.	Chervy	William	ANCIEN	142	27/09/1981	27/09/1981		Election	01/10/1989		Fin de mandat	
81010Y	M.	Chervy	William	ANCIEN	143	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Ne se représente pas	
000723	M.	Chevalier	Robert	ANCIEN	5396		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000723	M.	Chevalier	Robert	ANCIEN	5397	26/04/1959	28/04/1959		Renouvellement 3	01/10/1968		Non réélu	
000715	M.	Chevallier	Paul	ANCIEN	5401		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000715	M.	Chevallier	Paul	ANCIEN	5402	26/04/1959	28/04/1959		Renouvellement 2	01/10/1968		Ne se représente pas	
08013P	Mme	Chevé	Jacqueline	ANCIEN	11516	21/09/2008	01/10/2008		Election	15/03/2010	2010	Décédé	
02053W	M.	Chevènement	Jean-Pierre	ANCIEN	11627	21/09/2008	01/10/2008		Election	30/09/2014		Ne se représente pas	
18083K	M.	Chevrollier	Guillaume	ACTIF	51256	24/09/2017	02/10/2017		Election			En Cours	
59527T	M.	Chinaud	Roger	ANCIEN	2384	28/09/1986	02/10/1986		Election	01/10/1995		Ne se représente pas	
11042G	M.	Chiron	Jacques	ANCIEN	12514	25/09/2011	01/10/2011		Election	01/10/2017		Ne se représente pas	
000195	M.	Chochoy	Bernard	ANCIEN	2389		08/06/1958		Renouvellement 3	27/04/1959		Fin de mandat	
000195	M.	Chochoy	Bernard	ANCIEN	2390	26/04/1959	28/04/1959		Renouvellement	01/10/1965		Fin de mandat	
000195	M.	Chochoy	Bernard	ANCIEN	2391	26/09/1965	02/10/1965		Renouvellement	03/04/1967		Élu député	
000195	M.	Chochoy	Bernard	ANCIEN	2393	22/09/1974	02/10/1974		Election	23/04/1981		Décédé	
59222D	M.	Chupin	Auguste	ANCIEN	2395	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
59222D	M.	Chupin	Auguste	ANCIEN	2396	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Non réélu	
58923X	M.	Ciccolini	Félix	ANCIEN	2398	26/09/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
58923X	M.	Ciccolini	Félix	ANCIEN	2399	28/09/1980	02/10/1980		Renouvellement	01/10/1989		Ne se représente pas	
14267Y	M.	Cigolotti	Olivier	ACTIF	14410	25/01/2015	26/01/2015		Election	01/10/2017		Fin de mandat	
14267Y	M.	Cigolotti	Olivier	ACTIF	51069	24/09/2017	02/10/2017		Renouvellement			En Cours	
56819Q	M.	Claireaux	Henri	ANCIEN	2404		08/06/1958		Renouvellement 3	27/04/1959		Fin de mandat	
56819Q	M.	Claireaux	Henri	ANCIEN	2405	26/04/1959	28/04/1959		Renouvellement	01/10/1968		Non réélu	
11023D	Mme	Claireaux	Karine	ANCIEN	12470	25/09/2011	01/10/2011		Election	01/10/2017		Non réélu	
000060	M.	Claparede	Emile	ANCIEN	2408		19/06/1955		Renouvellement 1	27/04/1959		Fin de mandat	
000060	M.	Claparede	Emile	ANCIEN	2409	26/04/1959	28/04/1959		Renouvellement 2	01/10/1962		Fin de mandat	
000060	M.	Claparede	Emile	ANCIEN	2410	23/09/1962	02/10/1962		Renouvellement 3	03/08/1967		Décédé	
04016A	M.	Claudel	Gérard	ANCIEN	10695		01/05/2004		Remplace	30/09/2004		Ne se représente pas	En remplacement de Mme Nelly Olin, nommée membre du Gouvernement
95019G	M.	Cléach	Marcel-Pierre	ANCIEN	144	24/09/1995	02/10/1995		Election	30/09/2004		Fin de mandat	
95019G	M.	Cléach	Marcel-Pierre	ANCIEN	10976	26/09/2004	01/10/2004		Renouvellement 1	30/09/2014		Ne se représente pas	
000726	M.	Clerc	Jean	ANCIEN	5407		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000726	M.	Clerc	Jean	ANCIEN	5408	26/04/1959	28/04/1959		Renouvellement 3	09/03/1966		Décédé	
86018E	M.	Clouet	Jean	ANCIEN	145	28/09/1986	02/10/1986		Election	01/10/1995		Fin de mandat	
86018E	M.	Clouet	Jean	ANCIEN	146	24/09/1995	02/10/1995		Renouvellement 1	30/09/2004		Ne se représente pas	
71009B	M.	Cluzel	Jean	ANCIEN	147	26/09/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
71009B	M.	Cluzel	Jean	ANCIEN	148	28/09/1980	02/10/1980		Renouvellement	01/10/1989		Fin de mandat	
71009B	M.	Cluzel	Jean	ANCIEN	149	24/09/1989	02/10/1989		Renouvellement 2	30/09/1998		Ne se représente pas	
000058	M.	Cogniot	Georges	ANCIEN	2412	26/04/1959	28/04/1959		Election	01/10/1968		Fin de mandat	
000058	M.	Cogniot	Georges	ANCIEN	2413	22/09/1968	02/10/1968		Renouvellement	02/10/1977		Ne se représente pas	
11031D	Mme	Cohen	Laurence	ACTIF	12743	25/09/2011	01/10/2011		Election	01/10/2017		Fin de mandat	
11031D	Mme	Cohen	Laurence	ACTIF	51193	24/09/2017	02/10/2017		Renouvellement			En Cours	
01063U	M.	Cointat	Christian	ANCIEN	6631		10/10/2001		Remplace	30/09/2004		Fin de mandat	En remplacement de M. Paul d'Ornano, démissionnaire
01063U	M.	Cointat	Christian	ANCIEN	10782	26/09/2004	01/10/2004		Renouvellement 1	30/09/2014		Ne se représente pas	
000235	M.	Colin	André	ANCIEN	2416	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
000235	M.	Colin	André	ANCIEN	2417	23/09/1962	02/10/1962		Renouvellement 1	01/10/1971		Fin de mandat	
000235	M.	Colin	André	ANCIEN	2418	26/09/1971	02/10/1971		Renouvellement 2	29/08/1978		Décédé	
58805S	M.	Colin	Jean	ANCIEN	2420	22/09/1968	02/10/1968		Election	02/10/1977		Fin de mandat	
58805S	M.	Colin	Jean	ANCIEN	2421	25/09/1977	03/10/1977		Renouvellement 1	01/10/1986		Fin de mandat	
58805S	M.	Colin	Jean	ANCIEN	2422	28/09/1986	02/10/1986		Renouvellement 2	13/05/1988		Démissionnaire	
81014D	M.	Collard	Henri	ANCIEN	150		30/09/1981		Remplace	01/10/1989		Fin de mandat	En remplacement de M. Gustave HEON, décédé
81014D	M.	Collard	Henri	ANCIEN	151	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Ne se représente pas	
000494	M.	Collery	Jean	ANCIEN	2424		20/08/1970		Remplace	01/10/1974		Fin de mandat	En remplacement de M. Roger MENU, décédé
000494	M.	Collery	Jean	ANCIEN	2425	22/09/1974	02/10/1974		Renouvellement	18/03/1976		Décédé	
000501	M.	Collet	François	ANCIEN	2427		04/10/1980		Remplace	01/10/1986		Ne se représente pas	En remplacement de M. Jean-Louis Vigier, démissionnaire
000501	M.	Collet	François	ANCIEN	2429		20/06/1993		Election	27/09/1994		Décédé	
59223E	M.	Collette	Henri	ANCIEN	2432		09/07/1974		Remplace	01/10/1974		Ne se représente pas	En remplacement de M. Roger Poudonson, nommé membre du Gouvernement
59223E	M.	Collette	Henri	ANCIEN	2434		10/10/1981		Remplace	02/10/1983		Fin de mandat	En remplacement de M. Baudoin de HAUTECLOCQUE, décédé
59223E	M.	Collette	Henri	ANCIEN	2435	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Non réélu	
88008L	M.	Collin	Yvon	ACTIF	152	31/07/1988	31/07/1988		Election	01/10/1995		Fin de mandat	
88008L	M.	Collin	Yvon	ACTIF	153	24/09/1995	02/10/1995		Renouvellement 1	30/09/2004		Fin de mandat	
88008L	M.	Collin	Yvon	ACTIF	10754	26/09/2004	01/10/2004		Renouvellement 2	30/09/2014		Fin de mandat	
88008L	M.	Collin	Yvon	ACTIF	14068	28/09/2014	01/10/2014		Renouvellement			En Cours	
59528U	M.	Collomb	Francisque	ANCIEN	2437	22/09/1968	02/10/1968		Election	02/10/1977		Fin de mandat	
59528U	M.	Collomb	Francisque	ANCIEN	2438	25/09/1977	03/10/1977		Renouvellement 1	01/10/1986		Fin de mandat	
59528U	M.	Collomb	Francisque	ANCIEN	2439	28/09/1986	02/10/1986		Renouvellement 2	01/10/1995		Ne se représente pas	
99002P	M.	Collomb	Gérard	ANCIEN	5831		02/11/1999		Remplace	30/09/2004		Fin de mandat	En remplacement de M. Franck Sérusclat, démissionnaire
99002P	M.	Collomb	Gérard	ANCIEN	10823	26/09/2004	01/10/2004		Renouvellement 2	30/09/2014		Fin de mandat	
99002P	M.	Collomb	Gérard	ANCIEN	14123	28/09/2014	01/10/2014		Renouvellement	17/06/2017		Membre Gouvernement	
99002P	M.	Collomb	Gérard	ANCIEN	51642		04/11/2018		Reprise suite à fin fon. membre Gvt	05/12/2018		Fin de mandat	
04038G	M.	Collombat	Pierre-Yves	ACTIF	10791	26/09/2004	01/10/2004		Election	30/09/2014		Fin de mandat	
04038G	M.	Collombat	Pierre-Yves	ACTIF	14239	28/09/2014	01/10/2014		Renouvellement 1			En Cours	
14209N	M.	Commeinhes	François	ANCIEN	14107	28/09/2014	01/10/2014		Election	30/09/2017		Démissionnaire	
19295A	Mme	Conconne	Catherine	ACTIF	51365	24/09/2017	02/10/2017		Election			En Cours	
19812Y	Mme	Constant	Agnès	ACTIF	51685		01/07/2019		Remplace			En Cours	
000196	M.	Constant	Georges	ANCIEN	2441	22/09/1974	02/10/1974		Election	02/10/1983		Ne se représente pas	
11027H	Mme	Conway-Mouret	Hélène	ACTIF	12676	25/09/2011	01/10/2011		Election	21/07/2012		Membre Gouvernement	
11027H	Mme	Conway-Mouret	Hélène	ACTIF	13763		03/05/2014		Reprise suite à fin fon. membre Gvt	01/10/2017		Fin de mandat	
11027H	Mme	Conway-Mouret	Hélène	ACTIF	51272	24/09/2017	02/10/2017		Renouvellement			En Cours	
57710G	M.	Coppenrath	Gérald	ANCIEN	2444		08/06/1958		Election	27/04/1959		Fin de mandat	
57710G	M.	Coppenrath	Gérald	ANCIEN	2445	26/04/1959	28/04/1959		Renouvellement	01/10/1962		Non réélu	
01035Q	M.	Coquelle	Yves	ANCIEN	6449	23/09/2001	01/10/2001		Election	01/01/2007		Démissionnaire	
19681G	M.	Corbisez	Jean-Pierre	ACTIF	51164	24/09/2017	02/10/2017		Election			En Cours	
89011K	M.	Cornac	Claude	ANCIEN	2446	24/09/1989	02/10/1989		Election	12/01/1996		Décédé	
11114F	M.	Cornano	Jacques	ANCIEN	12661	25/09/2011	01/10/2011		Election	01/10/2017		Ne se représente pas	
000073	M.	Cornat	Henri	ANCIEN	2448		21/12/1952		Remplace	27/04/1959		Fin de mandat	En remplacement de M. Joseph Lecacheux, décédé.
000073	M.	Cornat	Henri	ANCIEN	2449	26/04/1959	28/04/1959		Renouvellement 1	01/10/1965		Fin de mandat	
000073	M.	Cornat	Henri	ANCIEN	2450	26/09/1965	02/10/1965		Renouvellement 2	16/06/1968		Décédé	
000763	M.	Cornu	André	ANCIEN	5412		28/04/1959		Renouvellement 2	22/09/1962	1955	Fin de mandat	
000763	M.	Cornu	André	ANCIEN	5413		02/10/1962		Renouvellement 3	01/10/1971	1955	Ne se représente pas	
98023Q	M.	Cornu	Gérard	ANCIEN	5095	27/09/1998	01/10/1998		Election	30/09/2008		Fin de mandat	
98023Q	M.	Cornu	Gérard	ANCIEN	11495	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
98023Q	M.	Cornu	Gérard	ANCIEN	14130	28/09/2014	01/10/2014		Renouvellement	30/12/2018		Démissionnaire	
19253P	Mme	Costes	Josiane	ACTIF	22528		18/06/2017		Remplace	16/11/2018		Reprise mandat d'ancien membre du Gvt	en remplacement de M. Jacques Mézard, nommé membre du Gouvernement
19253P	Mme	Costes	Josiane	ACTIF	51658		04/03/2019		Remplace			En Cours	en remplacement de M. Jacques Mézard, nommé membre du Conseil Constitutionnel
59224F	M.	Costes	Marcel	ANCIEN	2452	25/09/1983	03/10/1983		Election	01/10/1992		Ne se représente pas	
000702	M.	Coude Du Foresto	Yvon	ANCIEN	5419		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000702	M.	Coude Du Foresto	Yvon	ANCIEN	5420	26/04/1959	28/04/1959		Renouvellement 2	01/10/1968		Fin de mandat	
000702	M.	Coude Du Foresto	Yvon	ANCIEN	5421	22/09/1968	02/10/1968		Renouvellement 3	02/10/1977		Ne se représente pas	
07030L	M.	Couderc	Raymond	ANCIEN	11271	26/08/2007	27/08/2007		Election	30/09/2008		Fin de mandat	
07030L	M.	Couderc	Raymond	ANCIEN	11549	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Non réélu	
000192	M.	Coudert	Jacques	ANCIEN	2454	26/09/1971	02/10/1971		Election	01/10/1980		Ne se représente pas	
000121	M.	Courbatere	Roger	ANCIEN	2457		07/01/1968		Remplace	01/10/1971		Ne se représente pas	En remplacement de M. Marcel Audy, décédé.
000205	M.	Courriere	Antoine	ANCIEN	2461		19/06/1955		Renouvellement 2	27/04/1959		Fin de mandat	
000205	M.	Courriere	Antoine	ANCIEN	2462	26/04/1959	28/04/1959		Renouvellement 3	01/10/1962		Fin de mandat	
000205	M.	Courriere	Antoine	ANCIEN	2463	23/09/1962	02/10/1962		Renouvellement	01/10/1971		Fin de mandat	
000205	M.	Courriere	Antoine	ANCIEN	2464	26/09/1971	02/10/1971		Renouvellement	20/09/1974	1974	Décédé	
74050Q	M.	Courrière	Raymond	ANCIEN	156	08/12/1974	08/12/1974		Election	01/10/1980		Fin de mandat	
74050Q	M.	Courrière	Raymond	ANCIEN	157	28/09/1980	02/10/1980		Renouvellement 1	22/07/1981		Membre Gouvernement	
74050Q	M.	Courrière	Raymond	ANCIEN	159	28/09/1986	02/10/1986		Election	01/10/1989		Fin de mandat	
74050Q	M.	Courrière	Raymond	ANCIEN	160	24/09/1989	02/10/1989		Renouvellement 2	30/09/1998		Fin de mandat	
74050Q	M.	Courrière	Raymond	ANCIEN	5037	27/09/1998	01/10/1998		Renouvellement 3	11/08/2006		Décédé	
000359	M.	Courroy	Louis	ANCIEN	2467		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000359	M.	Courroy	Louis	ANCIEN	2468	26/04/1959	28/04/1959		Renouvellement 2	01/10/1968		Fin de mandat	
000359	M.	Courroy	Louis	ANCIEN	2469	22/09/1968	02/10/1968		Renouvellement 3	02/10/1977		Ne se représente pas	
80013X	M.	Courteau	Roland	ACTIF	161	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80013X	M.	Courteau	Roland	ACTIF	162	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Fin de mandat	
80013X	M.	Courteau	Roland	ACTIF	5038	27/09/1998	01/10/1998		Renouvellement 2	30/09/2008		Fin de mandat	
80013X	M.	Courteau	Roland	ACTIF	11481	21/09/2008	01/10/2008		Renouvellement 3	30/09/2014		Fin de mandat	
80013X	M.	Courteau	Roland	ACTIF	14064	28/09/2014	01/10/2014		Renouvellement			En Cours	
11115U	M.	Courtial	Édouard	ACTIF	51144	24/09/2017	02/10/2017		Election			En Cours	
95020Y	M.	Courtois	Jean-Patrick	ANCIEN	163	24/09/1995	02/10/1995		Election	30/09/2004		Fin de mandat	
95020Y	M.	Courtois	Jean-Patrick	ANCIEN	11004	26/09/2004	01/10/2004		Renouvellement 1	30/09/2014		Fin de mandat	
95020Y	M.	Courtois	Jean-Patrick	ANCIEN	14217	28/09/2014	01/10/2014		Renouvellement 2	11/06/2015		Démissionné d'office par le Conseil constitutionnel	
000089	M.	Cousin	Auguste	ANCIEN	2472		11/01/1979		Remplace	10/01/1982		Décédé	En remplacement de M. Michel YVER, décédé.
000173	M.	Coutrot	Maurice	ANCIEN	2474		08/06/1958		Election	27/04/1959		Fin de mandat	
000173	M.	Coutrot	Maurice	ANCIEN	2475		28/04/1959		Renouvellement 1	01/10/1968		Fin de mandat	
000173	M.	Coutrot	Maurice	ANCIEN	2476	22/09/1968	02/10/1968		Renouvellement 2	02/10/1977		Ne se représente pas	
59529V	M.	Couve De Murville	Maurice	ANCIEN	2479	28/09/1986	02/10/1986		Election	01/10/1995		Ne se représente pas	
000769	Mme	Cremieux	Suzanne	ANCIEN	5424	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
000769	Mme	Cremieux	Suzanne	ANCIEN	5425	23/09/1962	02/10/1962		Renouvellement 1	01/10/1971		Fin de mandat	
000769	Mme	Cremieux	Suzanne	ANCIEN	5426	26/09/1971	02/10/1971		Renouvellement 2	11/07/1976		Décédé	
11001K	Mme	Cros	Roselle	ANCIEN	12061	23/01/2011	23/01/2011		Remplace	30/09/2011		Non réélu	en remplacement de M. Nicolas About, devenu membre du Conseil supérieur de l'audiovisuel
71011U	M.	Croze	Pierre	ANCIEN	2481	02/10/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
71011U	M.	Croze	Pierre	ANCIEN	2482	02/10/1980	02/10/1980		Renouvellement	01/10/1989		Fin de mandat	
71011U	M.	Croze	Pierre	ANCIEN	2483	24/09/1989	02/10/1989		Renouvellement 2	19/01/1998		Décédé	
59530N	M.	Crucis	Michel	ANCIEN	2485	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
59530N	M.	Crucis	Michel	ANCIEN	2486	28/09/1986	02/10/1986		Renouvellement 1	01/10/1995		Ne se représente pas	
11056N	Mme	Cukierman	Cécile	ACTIF	12707	25/09/2011	01/10/2011		Election	01/10/2017		Fin de mandat	
11056N	Mme	Cukierman	Cécile	ACTIF	51243	24/09/2017	02/10/2017		Renouvellement			En Cours	
14357A	M.	Cuypers	Pierre	ACTIF	15337		01/12/2016		Remplace	01/10/2017		Fin de mandat	en remplacement de Michel Houel, décédé
14357A	M.	Cuypers	Pierre	ACTIF	51122	24/09/2017	02/10/2017		Renouvellement			En Cours	
19525U	M.	Dagbert	Michel	ACTIF	51163	24/09/2017	02/10/2017		Election			En Cours	
58649Y	M.	Dagonia	Georges	ANCIEN	2488	25/09/1977	03/10/1977		Election	01/10/1986		Non réélu	
59533R	M.	D'Aillieres	Michel	ANCIEN	1924	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
59533R	M.	D'Aillieres	Michel	ANCIEN	1925	28/09/1986	02/10/1986		Renouvellement 1	01/10/1995		Ne se représente pas	
000397	M.	Dailly	Etienne	ANCIEN	2490	26/04/1959	28/04/1959		Election	01/10/1968		Fin de mandat	
000397	M.	Dailly	Etienne	ANCIEN	2491	22/09/1968	02/10/1968		Renouvellement 1	02/10/1977		Fin de mandat	
000397	M.	Dailly	Etienne	ANCIEN	2492	25/09/1977	03/10/1977		Renouvellement 2	01/10/1986		Fin de mandat	
000397	M.	Dailly	Etienne	ANCIEN	2493	28/09/1986	02/10/1986		Renouvellement 3	03/03/1995		Nommé membre CC	
04086Q	M.	Dallier	Philippe	ACTIF	10984	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04086Q	M.	Dallier	Philippe	ACTIF	12751	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Fin de mandat	
04086Q	M.	Dallier	Philippe	ACTIF	51207	24/09/2017	02/10/2017		Renouvellement 2			En Cours	
59215E	M.	D'Andigne	Hubert	ANCIEN	1941	26/09/1965	02/10/1965		Election	01/10/1974		Fin de mandat	
59215E	M.	D'Andigne	Hubert	ANCIEN	1942	22/09/1974	02/10/1974		Renouvellement 1	02/10/1983		Fin de mandat	
59215E	M.	D'Andigne	Hubert	ANCIEN	1943	25/09/1983	03/10/1983		Renouvellement 2	01/10/1992		Non réélu	
14079W	M.	Danesi	René	ACTIF	14137	28/09/2014	01/10/2014		Election			En Cours	
07001F	M.	Danglot	Jean-Claude	ANCIEN	11218	03/01/2007	03/01/2007		Remplace	30/09/2011		Ne se représente pas	En remplacement de Mme Maryse Roger-Coupin, démissionnaire
11065P	M.	Dantec	Ronan	ACTIF	12714	25/09/2011	01/10/2011		Election	01/10/2017		Fin de mandat	
11065P	M.	Dantec	Ronan	ACTIF	51100	24/09/2017	02/10/2017		Renouvellement			En Cours	
19693L	Mme	Darcos	Laure	ACTIF	51204	24/09/2017	02/10/2017		Election			En Cours	
98031Q	M.	Darcos	Xavier	ANCIEN	5128	27/09/1998	01/10/1998		Election	07/06/2002		Membre Gouvernement	
000416	M.	Dardel	Georges	ANCIEN	2497	26/04/1959	28/04/1959		Renouvellement 1	01/10/1968		Fin de mandat	
000416	M.	Dardel	Georges	ANCIEN	2498	22/09/1968	02/10/1968		Renouvellement 2	02/10/1977		Ne se représente pas	
000757	M.	d'Argenlieu	Philippe	ANCIEN	5320		18/05/1952		Renouvellement 1	27/04/1959		Fin de mandat	
000757	M.	d'Argenlieu	Philippe	ANCIEN	5321	26/04/1959	28/04/1959		Renouvellement 2	01/10/1968		Non réélu	
14259Y	M.	Darnaud	Mathieu	ACTIF	14300	28/09/2014	01/10/2014		Election			En Cours	
95021A	M.	Darniche	Philippe	ANCIEN	167	24/09/1995	02/10/1995		Election	30/09/2004		Fin de mandat	
95021A	M.	Darniche	Philippe	ANCIEN	10755	26/09/2004	01/10/2004		Renouvellement 1	30/09/2014		Ne se représente pas	
000683	M.	Darou	Marcel	ANCIEN	5428		20/09/1961		Remplace	01/10/1965		Fin de mandat	En remplacement de M. Marcel BERTRAND
000683	M.	Darou	Marcel	ANCIEN	5429	26/09/1965	02/10/1965		Renouvellement	01/10/1974		Ne se représente pas	
000524	M.	Darras	Michel	ANCIEN	2501	26/09/1965	02/10/1965		Election	01/10/1974		Fin de mandat	
000524	M.	Darras	Michel	ANCIEN	2502	22/09/1974	02/10/1974		Renouvellement 1	02/10/1983		Fin de mandat	
000524	M.	Darras	Michel	ANCIEN	2503	25/09/1983	03/10/1983		Renouvellement 2	06/01/1992		Décédé	
000709	M.	Dassaud	Francis	ANCIEN	5434		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000709	M.	Dassaud	Francis	ANCIEN	5435	26/04/1959	28/04/1959		Renouvellement 3	01/10/1965		Ne se représente pas	
04055H	M.	Dassault	Serge	ANCIEN	10862	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04055H	M.	Dassault	Serge	ANCIEN	12593	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Ne se représente pas	
98020M	M.	d'Attilio	Henri	ANCIEN	5074	27/09/1998	01/10/1998		Election	23/12/2004		Dech. par CC	
04008A	M.	Daubresse	Marc-Philippe	ACTIF	51227	24/09/2017	02/10/2017		Election			En Cours	
08052W	M.	Daudigny	Yves	ACTIF	11689	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08052W	M.	Daudigny	Yves	ACTIF	14139	28/09/2014	01/10/2014		Renouvellement			En Cours	
01012H	M.	Dauge	Yves	ANCIEN	6381	23/09/2001	01/10/2001		Election	30/09/2011		Ne se représente pas	
000438	M.	Daugnac	André	ANCIEN	2505		03/12/1987		Remplace	01/10/1992		Ne se représente pas	En remplacement de M.Guy MALE, décédé
80014Y	M.	Daunay	Marcel	ANCIEN	168	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80014Y	M.	Daunay	Marcel	ANCIEN	169	24/09/1989	02/10/1989		Renouvellement	30/09/1998		Ne se représente pas	
08038Y	M.	Daunis	Marc	ACTIF	11621	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08038Y	M.	Daunis	Marc	ACTIF	14219	28/09/2014	01/10/2014		Renouvellement			En Cours	
01059Y	Mme	David	Annie	ANCIEN	6526	23/09/2001	01/10/2001		Election	30/09/2011		Fin de mandat	
01059Y	Mme	David	Annie	ANCIEN	12720	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Ne se représente pas	
58019X	M.	David	Jean	ANCIEN	2508		14/11/1978		Remplace	01/10/1980		Ne se représente pas	En remplacement de M. Henri TERRE, décédé
57826T	M.	David	Léon	ANCIEN	2512		19/06/1955		Renouvellement 2	27/04/1959		Fin de mandat	
