"ID universel"	"ID RNE"	"ID Assemblee"	"Nom elu"	"Prenom elu"	"Date naissance"	"Date deces"	"Code sexe"	"Nationalite elu"	"Commune de naissance"	"Departement de naissance"	"Pays de naissance"	"Code profession"	"Libelle profession"
"RNE_0641808"	"641808"	"PA267706"	"APPERE"	"NATHALIE"	1975-07-08	NA	"F"	"FRANCAISE"	"PLOEMEUR"	"MORBIHAN"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000625"	"625"	"PA267708"	"ROUAULT"	"PHILIPPE"	1962-12-17	NA	"M"	"FRANCAISE"	"RENNES"	"ILLE ET VILAINE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000846"	"846"	"PA267711"	"HENART"	"LAURENT"	1968-10-15	NA	"M"	"FRANCAISE"	"LAXOU"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000743"	"743"	"PA267719"	"MALLIE"	"RICHARD"	1948-10-26	NA	"M"	"FRANCAISE"	"BESANCON"	"DOUBS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000728"	"728"	"PA267723"	"THOMAS"	"RODOLPHE"	1962-08-08	NA	"M"	"FRANCAISE"	"FALAISE"	"CALVADOS"	"FRANCE"	NA	"ARTISANS"
"RNE_0000600"	"600"	"PA267728"	"PRIOU"	"CHRISTOPHE"	1958-05-02	NA	"M"	"FRANCAISE"	"NANTES"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	NA
"RNE_0043984"	"43984"	"PA267735"	"DE GANAY"	"CLAUDE"	1953-09-05	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"RNE_0000859"	"859"	"PA267737"	"LEMIERE"	"JEAN"	1946-10-09	NA	"M"	"FRANCAISE"	"CHERBOURG"	"MANCHE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000910"	"910"	"PA267743"	"COURTIAL"	"EDOUARD"	1973-06-28	NA	"M"	"FRANCAISE"	"NEUILLY SUR SEINE"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0267747"	NA	"PA267747"	"GIRO"	"MAURICE"	1932-04-28	NA	"M"	"FRANCAISE"	"SALON DE PROVENCE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0047119"	"47119"	"PA267756"	"PAIX"	"BERNADETTE"	1950-03-19	NA	"F"	"FRANCAISE"	"BOURBAKI"	NA	"ALGERIE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000893"	"893"	"PA267762"	"DECOOL"	"JEAN PIERRE"	1952-10-19	NA	"M"	"FRANCAISE"	"BOURBOURG"	"NORD"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000897"	"897"	"PA267765"	"VILLAIN"	"FRANCOIS XAVIER"	1950-05-31	NA	"M"	"FRANCAISE"	"ABBEVILLE"	"SOMME"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0003227"	"3227"	"PA267766"	"BRICOUT"	"GUY"	1944-02-18	NA	"M"	"FRANCAISE"	"CAUDRY"	"NORD"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000898"	"898"	"PA267768"	"ROY"	"PATRICK"	1957-08-30	2011-05-02	"M"	"FRANCAISE"	"DENAIN"	"NORD"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0003973"	"3973"	"PA267773"	"PATRIA"	"CHRISTIAN"	1945-01-09	2014-02-10	"M"	"FRANCAISE"	"FONTAINE CHAALIS"	"OISE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0000967"	"967"	"PA267775"	"COCHET"	"PHILIPPE"	1961-05-23	NA	"M"	"FRANCAISE"	"LYON"	"RHONE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0551130"	"551130"	"PA267780"	"FIRMIN LE BODO"	"AGNES"	1968-11-20	NA	"F"	"FRANCAISE"	"LE HAVRE"	"SEINE MARITIME"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1148568"	"1148568"	"PA267785"	"LARRIVE"	"GUILLAUME"	1977-01-24	NA	"M"	"FRANCAISE"	"MULHOUSE"	"HAUT RHIN"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000809"	"809"	"PA267787"	"VICTORIA"	"RENE PAUL"	1954-08-27	NA	"M"	"FRANCAISE"	"SAINTE SUZANNE"	"LA REUNION"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0872232"	"872232"	"PA267788"	"FARREYROL"	"JACQUELINE"	1939-02-25	NA	"F"	"FRANCAISE"	"SAINT LOUIS"	"LA REUNION"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000766"	"766"	"PA267794"	"TABAROT"	"MICHELE"	1962-10-13	NA	"F"	"FRANCAISE"	"ALICANTE"	NA	"ESPAGNE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"ASN_0267795"	NA	"PA267795"	"LELEUX"	"JEAN PIERRE"	1947-05-08	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0867018"	"867018"	"PA267797"	"VAUTRIN PENNAFORTE"	"CATHERINE"	1960-07-26	NA	"F"	"FRANCAISE"	"REIMS"	"MARNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0155938"	"155938"	"PA267798"	"FENEUIL"	"PHILIPPE"	1950-01-26	NA	"M"	"FRANCAISE"	"VILLEDOMMANGE"	"MARNE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0001034"	"1034"	"PA267801"	"JEGO"	"YVES"	1961-04-17	NA	"M"	"FRANCAISE"	"BESANCON"	"DOUBS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001037"	"1037"	"PA267807"	"BOULLONNOIS"	"ROGER"	1942-03-16	NA	"M"	"FRANCAISE"	"MONTEPILLOY"	"OISE"	"FRANCE"	NA	"ARTISANS"
"RNE_0001039"	"1039"	"PA267810"	"BRUNEL"	"CHANTAL"	1948-09-09	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0001040"	"1040"	"PA267813"	"GEOFFROY"	"GUY"	1949-05-26	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001138"	"1138"	"PA267816"	"FAGNIEZ"	"PIERRE LOUIS"	1939-12-06	NA	"M"	"FRANCAISE"	"SALIES DE BEARN"	"PYRENEES ATLANTIQUES"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001141"	"1141"	"PA267822"	"BENISTI"	"JACQUES ALAIN"	1952-04-10	NA	"M"	"FRANCAISE"	"PARIS 15EME"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0001144"	"1144"	"PA267827"	"MONTCHAMP"	"MARIE ANNE"	1957-11-01	NA	"F"	"FRANCAISE"	"TULLE"	"CORREZE"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"RNE_1180686"	"1180686"	"PA267828"	"DOSNE"	"OLIVIER"	1961-01-20	NA	"M"	"FRANCAISE"	"PITHIVIERS"	"LOIRET"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001148"	"1148"	"PA267835"	"LE BOUILLONNEC"	"JEAN YVES"	1950-09-15	NA	"M"	"FRANCAISE"	"CACHAN"	"VAL DE MARNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0267840"	NA	"PA267840"	"ARTANO"	"STEPHANE"	1973-03-09	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"CADRES D ENTREPRISE"
"RNE_0000639"	"639"	"PA267856"	"JEANJEAN"	"CHRISTIAN"	1942-02-16	NA	"M"	"FRANCAISE"	"MONTPELLIER"	"HERAULT"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_0000640"	"640"	"PA267859"	"DOMERGUE"	"JACQUES"	1953-03-25	NA	"M"	"FRANCAISE"	"PERPIGNAN"	"PYRENEES ORIENTALES"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000642"	"642"	"PA267862"	"LECOU"	"ROBERT"	1950-07-25	NA	"M"	"FRANCAISE"	"PARIS 12EME"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001123"	"1123"	"PA267872"	"PEMEZEC"	"PHILIPPE"	1955-09-25	NA	"M"	"FRANCAISE"	"GRANVILLE"	"MANCHE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0001124"	"1124"	"PA267875"	"SIFFREDI"	"GEORGES"	1956-07-28	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0001151"	"1151"	"PA267886"	"PONIATOWSKI"	"AXEL"	1951-08-03	NA	"M"	"FRANCAISE"	"RABAT"	NA	"MAROC"	NA	"CADRES D ENTREPRISE"
"ASN_0267891"	NA	"PA267891"	"PORTELLI"	"HUGUES"	1947-12-22	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001156"	"1156"	"PA267895"	"CHARTIER"	"JEROME"	1966-11-14	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0039829"	"39829"	"PA2679"	"SAPIN"	"MICHEL"	1952-04-09	NA	"M"	"FRANCAISE"	"BOULOGNE BILLANCOURT"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000798"	"798"	"PA267901"	"KAMARDINE"	"MANSOUR"	1959-03-23	NA	"M"	"FRANCAISE"	"SADA"	"MAYOTTE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000783"	"783"	"PA267903"	"MARLAND MILITELLO"	"MURIEL"	1943-07-30	NA	"F"	"FRANCAISE"	"NICE"	"ALPES MARITIMES"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"RNE_0000641"	"641"	"PA267907"	"GRAND"	"JEAN PIERRE"	1950-11-18	NA	"M"	"FRANCAISE"	"MONTPELLIER"	"HERAULT"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000594"	"594"	"PA267913"	"LE RIDANT"	"JEAN PIERRE"	1948-02-04	NA	"M"	"FRANCAISE"	"RIAILLE"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0061255"	"61255"	"PA267918"	"GUILBERT"	"THERESE"	1943-02-18	NA	"F"	"FRANCAISE"	"ABBEVILLE"	"SOMME"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0096597"	"96597"	"PA267923"	"DELCOURT"	"GUY"	1947-07-13	NA	"M"	"FRANCAISE"	"PALAISEAU"	"ESSONNE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0591165"	"591165"	"PA267931"	"ZANCHI"	"LILIAN"	1968-04-21	NA	"M"	"FRANCAISE"	"MONTELIMAR"	"DROME"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000999"	"999"	"PA267950"	"BILLARD"	"MARTINE"	1952-10-07	NA	"F"	"FRANCAISE"	"BOULOGNE BILLANCOURT"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0336786"	"336786"	"PA267954"	"HOFFMAN RISPAL"	"DANIELE"	1951-06-22	NA	"F"	"FRANCAISE"	"PARIS 10EME"	"PARIS"	"FRANCE"	NA	"EMPLOYES ADMINISTRATIFS D ENTREPRISE"
"RNE_0001015"	"1015"	"PA267965"	"LEPETIT"	"ANNICK"	1958-03-31	NA	"F"	"FRANCAISE"	"BOULOGNE BILLANCOURT"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000749"	"749"	"PA267986"	"DUTOIT"	"FREDERIC"	1956-05-26	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"EMPLOYES DE LA FONCTION PUBLIQUE"
"RNE_0000738"	"738"	"PA267989"	"GILLES"	"BRUNO"	1960-12-26	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000741"	"741"	"PA267992"	"MASSE"	"CHRISTOPHE"	1963-11-16	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"EMPLOYES ADMINISTRATIFS D ENTREPRISE"
"RNE_0000922"	"922"	"PA268001"	"FLAJOLET"	"ANDRE"	1946-12-06	NA	"M"	"FRANCAISE"	"SAINT FLORIS"	"PAS DE CALAIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0268007"	NA	"PA268007"	"CORBISEZ"	"JEAN PIERRE"	1960-03-07	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0031277"	"31277"	"PA268011"	"MAURER"	"JEAN PHILIPPE"	1960-07-07	NA	"M"	"FRANCAISE"	"STRASBOURG"	"BAS RHIN"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001129"	"1129"	"PA268019"	"LAGARDE"	"JEAN CHRISTOPHE"	1967-10-24	NA	"M"	"FRANCAISE"	"CHATELLERAULT"	"VIENNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000808"	"808"	"PA268029"	"RIMANE"	"JULIANA"	1959-01-22	NA	"F"	"FRANCAISE"	"KOUROU"	"GUYANE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000802"	"802"	"PA268031"	"MANSCOUR"	"LOUIS JOSEPH"	1945-03-20	NA	"M"	"FRANCAISE"	"LATRINITE"	"MARTINIQUE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0173907"	"173907"	"PA268035"	"EDMOND MARIETTE"	"PHILIPPE"	1955-10-15	NA	"M"	"FRANCAISE"	"FORT DE FRANCE"	"MARTINIQUE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000807"	"807"	"PA268039"	"JALTON"	"ERIC"	1961-09-16	NA	"M"	"FRANCAISE"	"LES ABYMES"	"GUADELOUPE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0268040"	NA	"PA268040"	"CORNANO"	"JACQUES"	1956-11-18	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0863232"	"863232"	"PA268042"	"LOUIS CARABIN"	"GABRIELLE"	1946-02-20	NA	"F"	"FRANCAISE"	"LE MOULE"	"GUADELOUPE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0100928"	"100928"	"PA268045"	"BEAUGENDRE"	"JOEL"	1950-01-19	NA	"M"	"FRANCAISE"	"SAINT CLAUDE"	"GUADELOUPE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000801"	"801"	"PA268048"	"LUREL"	"VICTORIN"	1951-08-20	NA	"M"	"FRANCAISE"	"VIEUX HABITANTS"	"GUADELOUPE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"ASN_0268049"	NA	"PA268049"	"MUSSINGTON"	"LOUIS"	1961-11-09	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0000884"	"884"	"PA268051"	"GROUARD"	"SERGE"	1959-03-19	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001084"	"1084"	"PA2681"	"SARLOT"	"JOEL"	1946-07-05	2017-12-10	"M"	"FRANCAISE"	"BELFORT"	"TERRITOIRE DE BELFORT"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0002684"	NA	"PA2684"	"SAUGEY"	"BERNARD"	1943-03-03	NA	"M"	"FRANCAISE"	"LYON 4EME"	"RHONE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0000928"	"928"	"PA2685"	"SAUGUES"	"ODILE"	1943-01-26	NA	"F"	"FRANCAISE"	"CLERMONT FERRAND"	"PUY DE DOME"	"FRANCE"	NA	"TECHNICIENS"
"ASN_0002687"	NA	"PA2687"	"SAUNIER"	"CLAUDE"	1943-02-26	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0000269"	NA	"PA269"	"ANDRE"	"PIERRE"	1947-06-29	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000450"	"450"	"PA2690"	"SAUVADET"	"FRANCOIS"	1953-04-20	NA	"M"	"FRANCAISE"	"DIJON"	"COTE D OR"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000516"	"516"	"PA2693"	"SAUVAN"	"GILBERT"	1956-07-15	NA	"M"	"FRANCAISE"	"PEYROULES"	"ALPES DE HAUTE PROVENCE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"ASN_0000270"	NA	"PA270"	"ANDRE"	"MICHELE"	1947-02-06	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001155"	"1155"	"PA2700"	"SCELLIER"	"FRANCOIS"	1936-05-07	NA	"M"	"FRANCAISE"	"AMIENS"	"SOMME"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000949"	"949"	"PA2707"	"SCHNEIDER"	"ANDRE"	1947-01-03	NA	"M"	"FRANCAISE"	"STRASBOURG"	"BAS RHIN"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000375"	"375"	"PA2708"	"SCHOSTECK"	"JEAN PIERRE"	1942-03-16	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000740"	"740"	"PA271"	"ANDRIEUX"	"SYLVIE"	1961-12-15	NA	"F"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000955"	"955"	"PA2710"	"SCHREINER"	"BERNARD"	1937-08-30	NA	"M"	"FRANCAISE"	"BRUMATH"	"BAS RHIN"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_1192024"	"1192024"	"PA2713"	"SCHWARTZENBERG"	"ROGER GERARD"	1943-04-17	NA	"M"	"FRANCAISE"	"PAU"	"PYRENEES ATLANTIQUES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0002720"	NA	"PA2720"	"SEILLIER"	"BERNARD"	1941-07-12	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0002727"	NA	"PA2727"	"SERGENT"	"MICHEL"	1943-12-27	NA	"M"	"FRANCAISE"	"DESVRES"	NA	NA	NA	NA
"ASN_0000273"	NA	"PA273"	"ANGELS"	"BERNARD"	1944-09-18	NA	"M"	"FRANCAISE"	"ALGER"	NA	"ALGERIE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000946"	"946"	"PA2737"	"SICRE"	"HENRI"	1935-06-26	NA	"M"	"FRANCAISE"	"RABAT"	NA	"MAROC"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0002738"	NA	"PA2738"	"SIFFRE"	"JACQUES"	1937-04-04	NA	"M"	"FRANCAISE"	"FOIX"	"ARIEGE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0002739"	NA	"PA2739"	"SIGNE"	"RENE PIERRE"	1930-09-16	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001097"	"1097"	"PA2744"	"SOISSON"	"JEAN PIERRE"	1934-11-09	NA	"M"	"FRANCAISE"	"AUXERRE"	"YONNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0002752"	NA	"PA2752"	"SOULAGE"	"DANIEL"	1942-02-14	NA	"M"	"FRANCAISE"	"MONFLANQUIN"	"LOT ET GARONNE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"ASN_0002758"	NA	"PA2758"	"SOUVET"	"LOUIS"	1931-10-19	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001157"	"1157"	"PA2769"	"STRAUSS KAHN"	"DOMINIQUE"	1949-04-25	NA	"M"	"FRANCAISE"	"NEUILLY SUR SEINE"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0002774"	NA	"PA2774"	"SUEUR"	"JEAN PIERRE"	1947-02-28	NA	"M"	"FRANCAISE"	"BOULOGNE SUR MER"	"PAS DE CALAIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000712"	"712"	"PA2775"	"SUGUENOT"	"ALAIN"	1951-09-17	NA	"M"	"FRANCAISE"	"TROYES"	"AUBE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0002776"	NA	"PA2776"	"SUTOUR"	"SIMON"	1952-08-18	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0002790"	NA	"PA2790"	"TASCA"	"CATHERINE"	1941-12-13	NA	"F"	"FRANCAISE"	"LYON"	"RHONE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0000806"	"806"	"PA2791"	"TAUBIRA"	"CHRISTIANE"	1952-02-02	NA	"F"	"FRANCAISE"	"CAYENNE"	"GUYANE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0000873"	"873"	"PA2792"	"TAUGOURDEAU"	"JEAN CHARLES"	1953-07-17	NA	"M"	"FRANCAISE"	"DREUX"	"EURE ET LOIR"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0000739"	"739"	"PA2796"	"TEISSIER"	"GUY"	1945-04-04	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0002798"	NA	"PA2798"	"TERRADE"	"ODETTE"	1949-02-21	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000767"	"767"	"PA2799"	"TERRASSE"	"PASCAL"	1964-10-26	NA	"M"	"FRANCAISE"	"BAGNOLS SUR CEZE"	"GARD"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0002319"	"2319"	"PA2800"	"TERRIER"	"GERARD"	1948-02-01	NA	"M"	"FRANCAISE"	"VERDUN"	"MEUSE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000974"	"974"	"PA2801"	"TERROT"	"MICHEL"	1948-12-18	NA	"M"	"FRANCAISE"	"LYON"	"RHONE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0002803"	NA	"PA2803"	"TESTON"	"MICHEL"	1944-07-20	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000862"	"862"	"PA2811"	"THOMAS"	"JEAN CLAUDE"	1950-03-16	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000759"	"759"	"PA2815"	"TIAN"	"DOMINIQUE"	1959-12-14	NA	"M"	"FRANCAISE"	"MARSEILLE"	"BOUCHES DU RHONE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0001000"	"1000"	"PA2816"	"TIBERI"	"JEAN"	1935-01-30	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0002823"	NA	"PA2823"	"TORRE"	"HENRI"	1933-04-12	NA	"M"	"FRANCAISE"	"CASABLANCA"	NA	NA	NA	NA
"RNE_0047216"	"47216"	"PA2825"	"TOURAINE"	"MARISOL"	1959-03-07	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
